NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Gmag,GAIA_StarProb,Separation_arcsec
18815,14.194,8150.495,18304.928,0.981,4.197,9.583,-32.678,9.583,-32.678,13.977,1.000,0.705
18825,16.217,3425.875,15332.000,0.861,2.266,9.896,-32.843,9.896,-32.843,16.255,1.000,0.597
18841,15.239,11320.898,15295.695,0.998,2.525,9.373,-32.845,9.374,-32.845,15.069,1.000,0.341
18844,19.485,7939.292,15332.946,0.972,2.074,9.597,-32.843,9.597,-32.843,19.407,1.000,0.586
18892,18.904,3351.909,15300.859,0.978,2.094,9.900,-32.844,9.901,-32.844,18.425,1.000,0.631
18931,21.200,12398.636,15276.220,0.980,1.977,9.302,-32.846,9.302,-32.846,21.020,0.999,0.318
18937,17.069,16384.271,15279.456,0.966,2.320,9.039,-32.845,9.039,-32.845,16.667,0.999,0.372
18962,14.780,15899.182,15209.363,0.985,2.930,9.071,-32.849,9.071,-32.849,14.561,1.000,0.386
18968,20.494,14665.198,15260.996,0.979,2.218,9.152,-32.847,9.152,-32.847,20.303,1.000,0.417
18969,15.490,3388.106,18193.856,0.988,2.608,9.897,-32.684,9.897,-32.684,15.636,1.000,0.540
18978,18.012,16893.197,15226.104,0.879,2.397,9.005,-32.848,9.005,-32.848,17.794,1.000,0.434
19002,21.812,4480.055,15255.728,0.971,1.863,9.826,-32.847,9.826,-32.847,20.979,1.000,0.587
19004,21.076,17151.416,19571.703,0.844,2.364,8.989,-32.607,8.989,-32.607,21.019,0.999,0.286
19021,17.396,8991.498,15231.099,0.907,2.149,9.528,-32.849,9.528,-32.849,17.369,1.000,0.588
19027,15.903,9218.309,15209.120,0.942,2.295,9.513,-32.850,9.513,-32.850,16.017,0.999,0.479
19038,19.486,5827.707,15228.500,0.979,2.047,9.737,-32.849,9.737,-32.849,19.008,1.000,0.428
19049,20.511,3280.677,15185.649,0.981,2.024,9.905,-32.851,9.905,-32.851,20.438,1.000,0.615
19052,19.083,4731.458,15202.707,0.946,2.062,9.809,-32.850,9.809,-32.850,19.073,1.000,0.587
19063,19.759,6694.192,15202.691,0.977,2.117,9.679,-32.850,9.680,-32.850,19.838,1.000,0.464
19120,15.387,2477.572,15118.268,0.996,2.525,9.958,-32.854,9.958,-32.854,15.361,1.000,0.516
19125,20.069,11773.529,19598.441,0.938,2.293,9.344,-32.606,9.344,-32.606,20.064,1.000,0.572
19129,14.499,5996.715,15135.377,0.982,3.406,9.726,-32.854,9.726,-32.854,14.310,1.000,0.433
19133,21.421,4329.550,15157.015,0.915,2.525,9.836,-32.852,9.836,-32.853,20.905,1.000,0.568
19139,20.575,12042.817,19642.441,0.985,2.236,9.326,-32.604,9.326,-32.604,20.048,1.000,0.458
19144,20.393,9256.277,15162.826,0.981,2.006,9.510,-32.853,9.510,-32.853,20.048,1.000,0.530
19169,18.300,16779.438,15155.308,0.941,2.376,9.013,-32.852,9.013,-32.852,18.237,1.000,0.435
19171,18.969,10268.034,15102.289,0.944,2.081,9.443,-32.856,9.443,-32.856,18.891,1.000,0.329
19186,19.355,9348.435,19644.102,0.934,2.295,9.504,-32.604,9.504,-32.604,19.347,1.000,0.687
19187,20.953,13676.115,15165.806,0.981,2.077,9.218,-32.852,9.218,-32.852,20.076,1.000,0.313
19194,20.151,4458.167,15108.345,0.980,2.017,9.827,-32.855,9.827,-32.855,20.016,1.000,0.604
19204,17.944,16120.651,15116.788,0.937,2.315,9.056,-32.854,9.056,-32.854,17.933,1.000,0.427
19220,20.869,7483.389,15124.346,0.983,2.015,9.627,-32.855,9.627,-32.855,20.807,1.000,0.511
19243,19.633,14687.294,15096.866,0.960,2.163,9.151,-32.856,9.151,-32.856,19.058,1.000,0.370
19265,18.952,7829.621,15072.228,0.886,2.240,9.604,-32.858,9.604,-32.858,18.941,1.000,0.582
19268,16.050,14855.932,14806.817,0.996,2.394,9.140,-32.872,9.140,-32.872,16.075,1.000,0.361
19278,14.945,7870.686,15043.323,0.997,2.812,9.602,-32.859,9.602,-32.859,14.761,1.000,0.569
19285,17.743,2309.080,15072.281,0.880,2.191,9.969,-32.857,9.970,-32.857,17.765,1.000,0.487
19288,18.712,8613.450,15061.109,0.878,2.337,9.553,-32.858,9.553,-32.858,18.694,1.000,0.534
19291,20.360,13321.110,15078.300,0.938,2.300,9.241,-32.857,9.241,-32.857,19.865,1.000,0.267
19300,21.371,14223.023,15051.536,0.981,2.021,9.182,-32.858,9.182,-32.858,20.976,0.998,0.338
19324,19.607,4424.126,15011.965,0.942,2.122,9.830,-32.861,9.830,-32.861,19.485,1.000,0.602
19333,19.697,13240.284,15038.129,0.965,2.124,9.247,-32.859,9.247,-32.859,19.437,1.000,0.302
19357,19.427,6498.464,15016.788,0.967,2.061,9.692,-32.861,9.692,-32.861,19.362,1.000,0.440
19367,17.807,2453.291,14981.623,0.984,2.143,9.960,-32.862,9.960,-32.862,17.834,1.000,0.531
19377,21.783,13992.369,14974.239,0.979,2.041,9.197,-32.863,9.197,-32.863,20.962,0.999,0.314
19413,16.852,2922.554,14920.009,0.890,2.198,9.929,-32.865,9.929,-32.865,16.916,1.000,0.600
19430,18.730,6220.730,14938.598,0.937,2.081,9.711,-32.865,9.711,-32.865,18.539,1.000,0.402
19433,21.154,12353.962,14942.521,0.980,2.015,9.305,-32.865,9.305,-32.865,20.955,0.983,0.326
19436,21.680,15364.781,14963.562,0.983,2.052,9.106,-32.863,9.106,-32.863,21.213,0.998,0.418
19443,14.424,16301.209,14911.116,0.981,3.477,9.044,-32.866,9.044,-32.866,14.135,1.000,0.452
19468,18.973,2249.904,14854.997,0.983,2.100,9.973,-32.869,9.974,-32.869,18.957,1.000,0.511
19494,20.974,9812.619,14937.110,0.979,1.940,9.473,-32.865,9.473,-32.865,20.675,1.000,0.387
19505,19.391,4500.941,14910.082,0.974,2.023,9.825,-32.866,9.825,-32.866,19.222,1.000,0.597
19517,19.689,5010.170,14544.727,0.951,2.135,9.791,-32.887,9.791,-32.887,19.133,1.000,0.513
19538,20.388,6801.417,14866.923,0.982,1.933,9.672,-32.869,9.672,-32.869,20.000,1.000,0.466
19544,15.498,13177.909,14805.102,0.998,2.185,9.251,-32.872,9.251,-32.872,15.491,1.000,0.300
19553,17.074,5596.774,14867.743,0.944,2.150,9.752,-32.869,9.752,-32.869,17.073,1.000,0.435
19558,19.357,6480.120,14865.695,0.961,2.069,9.694,-32.869,9.694,-32.869,19.317,1.000,0.425
19563,19.564,11690.028,14842.353,0.965,2.116,9.349,-32.870,9.349,-32.870,19.501,1.000,0.331
19574,19.579,4167.193,12288.667,0.956,2.038,9.847,-33.012,9.847,-33.012,19.526,1.000,0.584
19580,20.152,12314.637,14704.040,0.980,2.070,9.308,-32.878,9.308,-32.878,19.628,1.000,0.333
19589,17.381,16988.066,14847.860,0.943,2.390,8.999,-32.869,8.999,-32.869,17.414,1.000,0.483
19638,20.045,10933.457,14820.512,0.967,1.979,9.399,-32.872,9.399,-32.872,19.948,1.000,0.347
19655,18.789,5702.801,14806.143,0.974,2.095,9.745,-32.872,9.745,-32.872,18.635,1.000,0.407
19670,20.266,12788.495,14749.613,0.976,2.098,9.276,-32.875,9.276,-32.875,20.108,1.000,0.305
19671,20.531,6637.300,14781.704,0.981,1.997,9.683,-32.874,9.683,-32.874,20.022,1.000,0.432
19672,17.614,2835.563,14785.519,0.939,2.162,9.935,-32.873,9.935,-32.873,17.238,0.999,0.617
19686,19.978,15601.466,14073.606,0.970,2.105,9.090,-32.912,9.090,-32.913,19.771,0.998,0.480
19692,19.864,16773.889,14770.636,0.904,2.356,9.013,-32.873,9.013,-32.873,19.256,1.000,0.465
19746,20.494,13553.026,14749.820,0.992,2.118,9.226,-32.875,9.226,-32.875,19.816,1.000,0.323
19757,19.128,6109.186,14717.170,0.963,2.101,9.718,-32.877,9.718,-32.877,18.838,1.000,0.402
19772,20.580,11328.761,14709.940,0.981,2.009,9.373,-32.878,9.373,-32.878,20.026,1.000,0.378
19777,17.795,3594.819,14707.959,0.908,2.193,9.885,-32.877,9.885,-32.877,17.779,1.000,0.651
19803,17.831,6392.605,14693.451,0.921,2.195,9.699,-32.879,9.700,-32.879,17.826,1.000,0.429
19810,21.181,7736.606,14701.185,0.979,2.074,9.611,-32.878,9.611,-32.878,20.795,1.000,0.585
19811,18.691,7959.580,14677.676,0.860,2.187,9.596,-32.880,9.596,-32.880,18.159,0.999,0.530
19832,19.834,3320.358,14676.878,0.972,2.092,9.903,-32.879,9.903,-32.879,19.715,1.000,0.639
19847,20.584,12468.340,14672.537,0.981,2.032,9.298,-32.880,9.298,-32.880,20.124,1.000,0.340
19856,15.211,4527.608,14603.458,0.991,2.661,9.823,-32.883,9.823,-32.883,15.005,1.000,0.536
19893,17.426,6362.494,14623.356,0.950,2.164,9.701,-32.882,9.702,-32.883,17.011,0.999,0.416
19895,17.051,7760.708,14610.312,0.910,2.169,9.609,-32.883,9.609,-32.883,16.286,0.998,0.351
19915,20.425,3889.865,14610.270,0.982,2.043,9.865,-32.883,9.865,-32.883,20.188,1.000,0.651
19950,19.820,8352.946,14547.322,0.975,2.082,9.570,-32.887,9.570,-32.887,19.679,1.000,0.603
19982,21.049,2686.028,14561.124,0.981,2.057,9.945,-32.885,9.945,-32.885,20.438,1.000,0.580
19996,16.038,16067.502,14527.121,0.989,2.424,9.059,-32.887,9.060,-32.887,16.057,1.000,0.461
20001,21.472,7495.154,14563.733,0.976,2.006,9.627,-32.886,9.627,-32.886,20.915,1.000,0.540
20011,21.847,13765.657,14498.084,0.982,2.047,9.212,-32.889,9.212,-32.889,21.056,0.999,0.370
20013,20.561,10132.711,14507.005,0.924,2.675,9.452,-32.889,9.452,-32.889,20.262,1.000,0.272
20035,20.689,3902.055,14477.620,0.981,2.037,9.864,-32.890,9.864,-32.890,19.949,1.000,0.633
20037,18.766,5373.560,14505.124,0.956,2.103,9.767,-32.889,9.767,-32.889,18.191,1.000,0.437
20044,21.187,6216.712,14507.037,0.979,2.037,9.711,-32.889,9.711,-32.889,20.416,1.000,0.439
20050,14.271,16864.398,14469.514,0.982,3.587,9.007,-32.890,9.007,-32.890,14.015,1.000,0.535
20055,20.863,13762.164,14316.890,0.986,1.985,9.212,-32.899,9.212,-32.899,20.752,1.000,0.360
20064,17.753,11200.632,12321.218,0.938,2.033,9.381,-33.010,9.381,-33.010,17.411,0.998,0.326
20069,17.024,11612.762,14328.099,0.851,2.203,9.354,-32.899,9.354,-32.899,16.813,0.998,0.346
20077,19.786,8947.477,14127.011,0.947,2.111,9.530,-32.910,9.531,-32.910,19.699,1.000,0.584
20082,19.661,8453.212,14489.769,0.970,2.065,9.563,-32.890,9.563,-32.890,18.731,1.000,0.591
20133,18.070,5449.295,14477.655,0.937,2.151,9.762,-32.890,9.762,-32.890,18.054,1.000,0.437
20141,21.027,11577.527,14425.850,0.981,2.019,9.356,-32.893,9.357,-32.894,20.788,1.000,0.351
20151,15.721,15648.879,14425.196,0.983,2.338,9.087,-32.893,9.087,-32.893,15.761,1.000,0.457
20152,20.665,10900.810,14469.524,0.981,1.967,9.401,-32.891,9.401,-32.891,20.040,1.000,0.331
20156,21.687,3680.504,14458.919,0.985,2.036,9.879,-32.891,9.879,-32.891,21.102,0.999,0.644
20169,17.487,15188.795,14437.795,0.923,2.286,9.118,-32.892,9.118,-32.892,17.474,1.000,0.433
20230,18.451,11642.861,14312.997,0.860,2.316,9.352,-32.900,9.352,-32.900,18.510,1.000,0.362
20233,14.319,11664.248,14365.684,0.981,3.637,9.351,-32.897,9.351,-32.897,14.007,1.000,0.342
20237,20.657,16892.309,14251.023,0.982,2.179,9.005,-32.902,9.005,-32.902,20.552,0.997,0.539
20249,20.896,1805.148,14267.549,0.980,1.985,10.003,-32.901,10.003,-32.901,20.649,1.000,0.486
20250,20.739,16998.791,14405.162,0.970,2.329,8.998,-32.894,8.998,-32.894,20.709,1.000,0.515
20260,19.949,11733.212,14385.530,0.918,2.157,9.346,-32.896,9.346,-32.896,19.993,1.000,0.316
20264,18.536,7185.764,14377.017,0.975,2.069,9.647,-32.896,9.647,-32.896,18.062,0.999,0.479
20268,21.564,4451.591,14380.211,0.976,1.951,9.828,-32.896,9.828,-32.896,20.678,1.000,0.608
20297,18.432,4858.792,14355.468,0.926,2.055,9.801,-32.897,9.801,-32.897,18.038,1.000,0.523
20331,14.710,8749.951,14194.061,0.982,3.271,9.544,-32.906,9.544,-32.907,14.358,1.000,0.616
20375,21.285,14355.051,14315.311,0.980,2.016,9.173,-32.899,9.173,-32.899,20.752,1.000,0.420
20379,20.949,8520.723,14315.805,0.980,1.949,9.559,-32.900,9.559,-32.900,20.788,1.000,0.626
20383,17.697,12297.815,14289.045,0.924,2.144,9.309,-32.901,9.309,-32.901,17.697,1.000,0.348
20393,20.554,14171.978,14305.190,0.981,1.981,9.185,-32.900,9.185,-32.900,20.331,1.000,0.413
20398,18.251,7074.558,14256.180,0.895,2.137,9.654,-32.903,9.654,-32.903,18.232,1.000,0.456
20402,16.476,9489.562,14211.573,0.955,2.150,9.495,-32.905,9.495,-32.906,16.492,1.000,0.447
20406,19.780,10165.473,14292.312,0.965,2.000,9.450,-32.901,9.450,-32.901,19.692,1.000,0.322
20422,21.049,5658.453,14248.324,0.983,1.949,9.748,-32.903,9.748,-32.903,20.935,0.998,0.432
20434,18.548,13197.090,14267.222,0.969,2.116,9.249,-32.902,9.249,-32.902,18.526,1.000,0.364
20435,18.219,11466.733,14267.667,0.953,2.040,9.364,-32.902,9.364,-32.902,18.210,1.000,0.342
20453,21.188,8705.978,14269.693,0.975,1.980,9.546,-32.902,9.547,-32.902,20.634,1.000,0.636
20458,20.421,14398.668,14248.773,0.981,2.007,9.170,-32.903,9.170,-32.903,20.226,1.000,0.400
20464,19.223,14882.401,14191.915,0.967,2.089,9.138,-32.906,9.138,-32.906,18.568,0.999,0.410
20477,16.696,10722.776,14211.793,0.884,2.119,9.413,-32.905,9.413,-32.905,16.715,1.000,0.317
20530,19.962,2807.969,14195.815,0.980,2.004,9.937,-32.906,9.937,-32.906,19.505,1.000,0.581
20533,17.627,15358.010,14200.876,0.899,2.212,9.106,-32.905,9.106,-32.906,17.620,1.000,0.425
20534,20.666,16880.748,14192.907,0.980,2.212,9.006,-32.905,9.006,-32.906,20.153,1.000,0.520
20546,14.454,4212.854,14138.362,0.981,3.668,9.844,-32.909,9.844,-32.909,14.155,1.000,0.422
20551,21.690,3179.465,14195.561,0.974,1.894,9.912,-32.906,9.912,-32.906,20.905,1.000,0.651
20582,14.064,8596.551,14121.717,0.966,4.572,9.554,-32.910,9.554,-32.911,13.705,1.000,0.589
20591,20.798,7485.369,14164.969,0.981,1.925,9.627,-32.908,9.627,-32.908,20.193,1.000,0.525
20593,16.872,8936.021,14160.049,0.907,2.146,9.531,-32.908,9.531,-32.908,16.881,1.000,0.587
20600,20.631,1736.393,14172.503,0.983,1.961,10.008,-32.907,10.008,-32.907,19.776,1.000,0.481
20601,21.499,2927.168,14145.253,0.978,1.897,9.929,-32.908,9.929,-32.909,20.691,1.000,0.608
20614,18.283,13537.685,14149.664,0.943,2.088,9.227,-32.909,9.227,-32.909,18.159,1.000,0.377
20618,19.782,9119.305,14145.098,0.975,2.002,9.519,-32.909,9.519,-32.909,19.564,1.000,0.553
20664,20.254,15597.781,14101.199,0.981,2.131,9.090,-32.911,9.090,-32.911,20.220,1.000,0.446
20665,21.153,10221.611,14125.980,0.973,1.859,9.446,-32.910,9.446,-32.910,20.503,1.000,0.314
20679,20.107,11477.222,14113.120,0.977,2.009,9.363,-32.911,9.363,-32.911,19.346,1.000,0.312
20681,15.815,6802.972,14083.206,0.999,2.186,9.672,-32.912,9.672,-32.913,15.790,1.000,0.469
20699,16.569,16679.533,14033.533,0.975,2.307,9.019,-32.914,9.019,-32.914,16.506,0.999,0.451
20706,20.279,12782.919,14164.661,0.982,2.028,9.277,-32.908,9.277,-32.908,20.162,0.999,0.357
20726,19.063,7767.715,14065.038,0.957,2.074,9.609,-32.914,9.609,-32.914,19.020,1.000,0.559
20731,16.786,3302.452,14065.079,0.959,2.127,9.904,-32.913,9.904,-32.913,16.816,1.000,0.638
20756,21.218,7339.896,14060.902,0.976,1.958,9.637,-32.914,9.637,-32.914,20.821,1.000,0.518
20760,19.249,2725.401,13978.986,0.952,2.084,9.942,-32.918,9.942,-32.918,19.239,1.000,0.558
20769,17.924,12167.247,13994.952,0.911,2.143,9.317,-32.917,9.317,-32.917,17.913,1.000,0.349
20784,17.890,8247.836,14033.041,0.948,2.115,9.577,-32.915,9.577,-32.915,17.857,1.000,0.603
20790,17.798,14591.028,14033.670,0.927,2.148,9.157,-32.915,9.157,-32.915,17.480,0.998,0.404
20832,20.745,7490.196,13978.727,0.982,2.022,9.627,-32.918,9.627,-32.918,20.909,0.995,0.543
20841,19.643,11258.181,13945.426,0.976,1.959,9.378,-32.920,9.378,-32.920,19.550,1.000,0.333
20879,12.423,12590.178,13829.914,0.845,10.078,9.289,-32.926,9.289,-32.927,11.859,1.000,0.456
20885,20.311,2828.173,13728.212,0.981,1.981,9.936,-32.932,9.936,-32.932,20.260,1.000,0.567
20922,17.000,7830.549,13944.794,0.910,2.147,9.604,-32.920,9.605,-32.920,17.026,1.000,0.568
21002,16.880,3188.882,13876.514,0.931,2.152,9.912,-32.923,9.912,-32.924,16.886,1.000,0.609
21006,12.717,4241.334,13801.363,0.845,9.256,9.842,-32.928,9.842,-32.928,12.261,1.000,0.698
21033,19.910,17040.170,13838.935,0.974,2.210,8.995,-32.925,8.995,-32.925,19.848,1.000,0.551
21034,17.853,3439.702,13841.708,0.931,2.126,9.895,-32.925,9.895,-32.926,17.833,1.000,0.611
21036,21.052,14578.769,13872.707,0.981,1.997,9.158,-32.924,9.158,-32.924,20.983,0.996,0.447
21076,21.162,5795.442,13861.099,0.977,1.920,9.739,-32.925,9.739,-32.925,19.985,1.000,0.408
21080,17.279,14334.637,13805.320,0.910,2.159,9.174,-32.928,9.174,-32.928,17.248,1.000,0.372
21112,11.352,11270.909,13707.823,0.845,21.666,9.377,-32.933,9.377,-32.933,10.745,1.000,0.609
21115,15.923,6473.505,13690.449,0.993,2.179,9.694,-32.934,9.694,-32.934,15.903,1.000,0.401
21130,18.221,14377.078,13791.821,0.893,2.158,9.171,-32.928,9.171,-32.928,18.243,1.000,0.410
21137,20.643,15269.841,13811.891,0.984,2.096,9.112,-32.927,9.112,-32.927,20.563,1.000,0.417
21159,15.084,8408.045,13736.782,0.997,2.778,9.566,-32.932,9.566,-32.932,14.868,1.000,0.635
21168,17.887,6271.530,13790.638,0.871,2.135,9.708,-32.929,9.708,-32.929,17.905,1.000,0.370
21174,14.403,4327.966,13675.144,0.983,3.743,9.836,-32.935,9.836,-32.935,14.097,0.996,0.442
21185,19.677,14466.630,13731.145,0.922,5.437,9.165,-32.932,9.165,-32.932,20.351,1.000,0.436
21201,20.699,10054.868,13776.022,0.978,1.928,9.457,-32.930,9.457,-32.930,20.547,1.000,0.312
21203,15.500,11528.650,13730.438,0.998,2.296,9.360,-32.932,9.360,-32.932,15.392,1.000,0.325
21208,14.694,15966.044,13534.065,0.985,3.133,9.066,-32.942,9.066,-32.942,14.440,1.000,0.516
21209,20.414,2842.222,13773.483,0.981,2.006,9.935,-32.929,9.935,-32.929,20.264,1.000,0.536
21226,19.507,2532.517,13722.547,0.952,2.087,9.955,-32.932,9.955,-32.932,19.449,1.000,0.524
21245,15.257,8298.818,13697.652,0.997,2.608,9.573,-32.934,9.574,-32.934,15.040,1.000,0.604
21254,18.441,8482.620,13728.824,0.938,2.098,9.561,-32.932,9.561,-32.932,18.425,1.000,0.596
21262,19.634,12469.446,13228.393,0.978,2.003,9.297,-32.960,9.297,-32.960,18.818,1.000,0.335
21269,19.484,8575.568,13909.985,0.974,2.046,9.555,-32.922,9.555,-32.922,19.434,1.000,0.609
21288,18.428,8568.302,13692.261,0.947,2.091,9.556,-32.934,9.556,-32.934,18.418,1.000,0.596
21314,21.150,10406.557,13689.900,0.975,1.848,9.434,-32.934,9.434,-32.934,20.478,1.000,0.282
21324,21.585,3514.195,13662.822,0.978,2.012,9.890,-32.935,9.890,-32.935,20.653,1.000,0.608
21342,20.279,12315.540,13673.408,0.979,1.994,9.308,-32.935,9.308,-32.935,20.178,1.000,0.336
21373,21.107,7637.557,13649.723,0.981,1.979,9.617,-32.937,9.617,-32.937,20.854,1.000,0.532
21397,20.354,13824.350,13632.573,0.983,1.957,9.208,-32.937,9.208,-32.937,19.836,1.000,0.371
21413,20.511,5621.859,13624.763,0.989,1.992,9.751,-32.938,9.751,-32.938,20.054,1.000,0.448
21429,18.851,1556.550,13554.274,0.937,2.094,10.020,-32.941,10.020,-32.941,18.828,1.000,0.452
21442,15.950,6705.895,13578.626,0.997,2.128,9.679,-32.940,9.679,-32.941,15.952,1.000,0.440
21461,19.326,14360.561,13583.138,0.972,2.073,9.172,-32.940,9.172,-32.940,19.127,1.000,0.418
21466,18.591,5058.243,13591.366,0.950,2.063,9.788,-32.940,9.788,-32.940,18.519,1.000,0.471
21469,19.793,12077.553,13582.752,0.979,2.016,9.323,-32.940,9.323,-32.940,19.329,1.000,0.317
21487,18.898,2561.898,13564.045,0.968,2.126,9.953,-32.941,9.953,-32.941,18.549,1.000,0.506
21497,13.292,10978.653,13511.674,0.845,6.591,9.396,-32.944,9.396,-32.944,12.845,1.000,0.272
21533,18.140,2231.582,13547.664,0.899,2.085,9.975,-32.941,9.975,-32.942,18.124,1.000,0.472
21541,19.055,17124.400,13537.713,0.918,2.268,8.989,-32.942,8.989,-32.942,18.999,1.000,0.561
21569,17.541,8636.689,13515.027,0.936,2.103,9.551,-32.944,9.551,-32.944,17.223,0.996,0.588
21574,15.636,14446.301,13751.659,0.994,2.230,9.167,-32.931,9.167,-32.931,15.611,1.000,0.392
21583,20.821,11769.626,13508.374,0.982,2.005,9.344,-32.944,9.344,-32.944,20.777,1.000,0.317
21591,17.390,11287.499,13484.224,0.967,2.037,9.376,-32.946,9.376,-32.946,17.343,1.000,0.280
21623,21.206,14133.124,13465.708,0.983,2.095,9.187,-32.946,9.187,-32.947,20.892,0.994,0.451
21638,20.210,6710.958,13467.653,0.987,1.937,9.679,-32.947,9.679,-32.947,19.564,1.000,0.442
21639,15.719,7204.039,13422.013,0.999,2.254,9.646,-32.949,9.646,-32.949,15.681,1.000,0.453
21644,17.790,9919.504,13452.405,0.915,2.022,9.466,-32.948,9.466,-32.948,17.299,0.998,0.308
21654,20.156,8593.854,13442.917,0.983,1.973,9.554,-32.948,9.554,-32.948,20.076,1.000,0.573
21658,16.916,5660.066,13452.030,0.913,2.143,9.748,-32.947,9.748,-32.947,16.892,1.000,0.413
21683,18.011,15783.409,13423.573,0.955,2.193,9.078,-32.948,9.078,-32.949,18.016,1.000,0.454
21701,20.132,11015.021,13403.380,0.953,2.089,9.394,-32.950,9.394,-32.950,20.165,1.000,0.296
21711,18.688,6223.167,13424.839,0.957,2.081,9.711,-32.949,9.711,-32.949,18.632,1.000,0.387
21724,18.891,16266.368,13385.558,0.927,2.946,9.046,-32.950,9.046,-32.951,19.068,1.000,0.580
21732,16.645,5045.230,13390.413,0.965,2.161,9.789,-32.951,9.789,-32.951,16.558,0.999,0.481
21735,21.129,16238.456,13397.012,0.983,2.229,9.048,-32.950,9.048,-32.950,20.653,1.000,0.498
21745,18.436,16156.118,13392.510,0.924,2.201,9.053,-32.950,9.053,-32.950,18.401,1.000,0.466
21753,20.082,15808.159,13236.897,0.971,2.159,9.076,-32.959,9.076,-32.959,19.644,1.000,0.540
21755,20.378,7441.284,13398.039,0.978,2.009,9.630,-32.951,9.630,-32.951,19.737,1.000,0.473
21757,18.524,2002.138,13360.830,0.942,2.123,9.990,-32.952,9.990,-32.952,18.393,1.000,0.464
21759,21.315,12836.175,13387.481,0.980,1.952,9.273,-32.951,9.273,-32.951,20.686,1.000,0.340
21769,15.774,9283.457,13262.663,0.989,2.168,9.508,-32.958,9.508,-32.958,15.767,1.000,0.489
21771,18.586,3707.284,13293.613,0.931,2.075,9.877,-32.956,9.878,-32.956,18.342,1.000,0.605
21777,21.926,4691.801,13383.116,0.973,1.928,9.812,-32.951,9.812,-32.951,21.060,1.000,0.553
21778,21.444,4918.026,13347.205,0.974,1.889,9.797,-32.953,9.797,-32.953,20.644,1.000,0.496
21787,16.118,4244.646,13272.532,0.993,2.032,9.842,-32.957,9.842,-32.957,15.872,0.996,0.506
21811,20.961,12558.373,13363.965,0.980,1.965,9.291,-32.952,9.291,-32.952,20.875,0.999,0.345
21820,18.311,14730.330,13316.274,0.950,2.123,9.148,-32.955,9.148,-32.955,18.305,1.000,0.452
21826,20.494,7830.544,13354.507,0.981,1.974,9.604,-32.953,9.605,-32.953,20.352,0.997,0.555
21839,11.693,10821.028,13239.556,0.845,17.155,9.406,-32.959,9.407,-32.959,11.131,1.000,0.341
21848,21.046,5872.546,13345.338,0.981,1.950,9.734,-32.953,9.734,-32.953,20.669,1.000,0.412
21867,17.594,14080.801,13331.200,0.920,2.110,9.191,-32.954,9.191,-32.954,17.574,1.000,0.434
21877,20.962,13742.892,13327.785,0.980,1.927,9.213,-32.954,9.213,-32.954,20.873,0.998,0.408
21888,19.861,11890.645,13299.305,0.977,2.017,9.336,-32.956,9.336,-32.956,19.388,1.000,0.340
21889,19.027,12920.645,13288.894,0.959,2.063,9.267,-32.956,9.267,-32.957,18.750,1.000,0.363
21891,15.785,14960.482,13289.022,0.998,2.145,9.132,-32.956,9.132,-32.956,15.409,0.993,0.446
21895,21.644,6166.191,13318.374,0.971,1.953,9.715,-32.955,9.715,-32.955,20.990,1.000,0.425
21912,21.314,9217.326,13300.081,0.976,1.960,9.513,-32.956,9.513,-32.956,21.002,0.999,0.462
21935,17.752,10281.440,13259.429,0.999,2.043,9.442,-32.958,9.442,-32.958,17.766,1.000,0.268
21972,19.891,6042.355,13245.355,0.977,1.981,9.723,-32.959,9.723,-32.959,19.817,0.990,0.412
21980,15.536,4056.465,13210.583,0.998,2.344,9.854,-32.961,9.854,-32.961,15.470,1.000,0.589
21982,21.127,4905.239,13244.122,0.981,2.002,9.798,-32.959,9.798,-32.959,20.944,0.991,0.529
22003,21.037,2441.655,13225.148,0.978,1.926,9.961,-32.959,9.961,-32.959,20.272,1.000,0.490
22018,16.716,2874.279,13191.392,0.981,2.137,9.933,-32.961,9.933,-32.961,16.702,1.000,0.570
22034,18.755,14740.358,13206.640,0.907,2.392,9.147,-32.961,9.147,-32.961,18.812,1.000,0.428
22038,21.012,3444.677,13208.539,0.981,1.943,9.895,-32.961,9.895,-32.961,20.278,1.000,0.608
22056,15.714,7635.498,13146.136,0.998,2.231,9.617,-32.965,9.617,-32.965,15.712,1.000,0.534
